Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-01-28,512.6201673808628,520.3609385993179,509.1975535777298,519.1769409179688,33194200,0.0,0.0,0.0
2025-01-29,519.8236841608818,519.9530330379257,514.2917423982929,518.201904296875,26649000,0.0,0.0,0.0
2025-01-30,521.0673481367949,523.4452418932513,515.5951014840432,520.41064453125,27431300,0.0,0.0,0.0
2025-01-31,524.2611832325891,528.8380084054903,518.5601158260058,519.654541015625,38755200,0.0,0.0,0.0
2025-02-03,510.8789438178903,518.2217083708772,508.47117241208633,515.4955444335938,40580800,0.0,0.0,0.0
2025-02-04,516.0130494300054,522.4603325614203,515.6150434993738,521.8235473632812,26046800,0.0,0.0,0.0
2025-02-05,519.1869409184043,524.3507549789844,517.9929838870746,524.1915283203125,21134100,0.0,0.0,0.0
2025-02-06,524.6989858456699,527.136635565115,523.0871650426626,526.9276733398438,19434500,0.0,0.0,0.0
2025-02-07,527.4649102497111,529.4149811581992,519.5550140724782,520.2813110351562,29605500,0.0,0.0,0.0
2025-02-10,524.5595601596075,527.68372994529,524.0919609808617,526.579345703125,20852800,0.0,0.0,0.0
2025-02-11,523.306019618235,527.2459985319832,523.1766707420592,525.3257446289062,19325500,0.0,0.0,0.0
2025-02-12,519.6643712810557,526.519617718122,519.316161732749,525.6340942382812,25009400,0.0,0.0,0.0
2025-02-13,527.3056905351805,533.5141936498824,526.5196987532877,533.1958618164062,28714800,0.0,0.0,0.0
2025-02-14,533.3053539754828,536.1210910668774,532.9670428633523,535.4345703125,17862600,0.0,0.0,0.0
2025-02-18,537.0064842826905,537.2751412860282,533.3351017214825,536.6483154296875,20565000,0.0,0.0,0.0
2025-02-19,535.8523280383527,538.0810150531318,533.7529898884638,536.7975463867188,19666900,0.0,0.0,0.0
2025-02-20,536.0115349648631,536.3796630770588,529.7732148425396,534.5191040039062,26550800,0.0,0.0,0.0
2025-02-21,535.6632745780284,535.6831930883143,523.0572259266131,523.4253540039062,47093800,0.0,0.0,0.0
2025-02-24,525.2163569171582,526.4003546841066,516.9085147616917,517.2467651367188,39268400,0.0,0.0,0.0
2025-02-25,516.6198772023894,516.6994905216765,506.86934067706676,510.7297668457031,48940000,0.0,0.0,0.0
2025-02-26,512.9286990343229,517.0378034598252,508.78965611060477,511.96356201171875,34457600,0.0,0.0,0.0
2025-02-27,515.5155305487389,516.4507897553704,497.5267448876785,497.7456359863281,52448000,0.0,0.0,0.0
2025-02-28,497.60633547937397,506.2126812749178,494.42247061966975,505.60577392578125,47654000,0.0,0.0,0.0
2025-03-03,508.93885561166286,510.4511747502602,491.08937854664106,494.5418701171875,44587200,0.0,0.0,0.0
2025-03-04,491.68635636601033,501.19811409825184,485.2788502299198,493.0494384765625,67875400,0.0,0.0,0.0
2025-03-05,493.69615719563,501.08865768290207,488.7810823027222,499.4768371582031,46323700,0.0,0.0,0.0
2025-03-06,491.1988602040493,496.06416964846954,483.7466641946697,485.736572265625,57574300,0.0,0.0,0.0
2025-03-07,484.70176900659226,490.79088231087314,478.1052194724263,489.30841064453125,54714700,0.0,0.0,0.0
2025-03-10,481.01054355010933,481.5279087208424,466.2951647732502,470.3446350097656,76668000,0.0,0.0,0.0
2025-03-11,469.96652188682117,476.39391614178453,464.65347123925363,469.2203063964844,68760800,0.0,0.0,0.0
2025-03-12,476.74214541675576,478.6325518771569,469.4093395543602,474.5134582519531,46971100,0.0,0.0,0.0
2025-03-13,473.84683526899994,473.876682674001,464.07637985083835,465.97674560546875,46563300,0.0,0.0,0.0
2025-03-14,471.3395542793586,478.1350765220873,470.73261656970107,477.2396240234375,43563000,0.0,0.0,0.0
2025-03-17,477.189834792779,483.3884086426206,475.38897062743524,480.3338928222656,41744400,0.0,0.0,0.0
2025-03-18,476.9908675616912,477.1898401296811,470.02619004677405,472.14544677734375,39072300,0.0,0.0,0.0
2025-03-19,474.40398039047363,482.88097693346737,472.4737673393992,478.4634094238281,40430300,0.0,0.0,0.0
2025-03-20,474.4736490056198,482.10492887042955,473.7771690886222,476.8416442871094,36780500,0.0,0.0,0.0
2025-03-21,471.6877671830669,479.1797694014654,470.52368803573967,478.4136657714844,42234900,0.0,0.0,0.0
2025-03-24,486.0025586791713,489.75914861467663,482.6744601047364,488.91217041015625,34567200,0.716,0.0,0.0
2025-03-25,489.63957585890734,491.86161264912084,488.67302999487,491.7021789550781,26035200,0.0,0.0,0.0
2025-03-26,490.54628025757523,491.4032325143907,481.1000700784772,482.6545104980469,34627100,0.0,0.0,0.0
2025-03-27,480.691552269481,484.8466807759458,478.53924301933046,479.90435791015625,33469800,0.0,0.0,0.0
2025-03-28,478.10080496658304,478.80826727024373,466.3826870366339,467.26953125,46363800,0.0,0.0,0.0
2025-03-31,460.2745089570581,468.1861962018987,455.70083322189515,467.24957275390625,53000300,0.0,0.0,0.0
2025-04-01,465.6353253704141,471.94279304476703,462.76561033586444,471.01611328125,41156200,0.0,0.0,0.0
2025-04-02,464.4595575234652,477.85168326885497,464.20047397854324,474.4538269042969,49894500,0.0,0.0,0.0
2025-04-03,454.8140352690705,458.4311090574493,448.5364897977271,449.05462646484375,70456300,0.0,0.0,0.0
2025-04-04,436.57926126906654,438.8012980453069,421.16436767578125,421.16436767578125,117088400,0.0,0.0,0.0
2025-04-07,407.20423705779143,441.5614201479207,400.95658358107875,422.1806945800781,161557000,0.0,0.0,0.0
2025-04-08,436.59912870717443,441.5613992006258,408.33019716146754,414.5778503417969,101248100,0.0,0.0,0.0
2025-04-09,414.08964737996763,466.16346405948764,413.9501314972579,464.3399963378906,142876900,0.0,0.0,0.0
2025-04-10,451.9442914367033,453.96705879904806,431.0888571820337,444.590576171875,108384100,0.0,0.0,0.0
2025-04-11,443.06604289719394,454.1663741146707,439.75786224336997,452.78131103515625,52483800,0.0,0.0,0.0
2025-04-14,462.8054576620582,463.3933522712816,451.01761274443425,455.850341796875,43941200,0.0,0.0,0.0
2025-04-15,456.90654896754893,460.7328660655078,454.5250482813498,456.3584899902344,35404200,0.0,0.0,0.0
2025-04-16,447.43044650671294,451.00765441884926,436.2006038899139,442.59771728515625,48980600,0.0,0.0,0.0
2025-04-17,445.57707652380003,446.1549970317344,439.78774529190997,442.51800537109375,44837000,0.0,0.0,0.0
2025-04-21,436.6688946094812,437.51584230875216,426.40556828000206,431.5671081542969,44149300,0.0,0.0,0.0
2025-04-22,437.2568260974721,445.9856002161295,436.06108861931057,442.89666748046875,52304400,0.0,0.0,0.0
2025-04-23,456.53789090300927,461.729322993314,451.2667267648559,452.94073486328125,55801100,0.0,0.0,0.0
2025-04-24,454.8539073702654,465.99407392862616,454.20619851663224,465.6851806640625,45956100,0.0,0.0,0.0
2025-04-25,465.30653409695293,471.4047282191122,463.7321758428064,470.8766174316406,38697100,0.0,0.0,0.0
2025-04-28,471.34492884890216,473.1185867567387,464.36986487736374,470.7271423339844,33550800,0.0,0.0,0.0
2025-04-29,468.4951374553907,474.722873222181,467.91718654726753,473.8360290527344,30613100,0.0,0.0,0.0
2025-04-30,465.4659281786027,475.500062695628,460.7826590211326,473.7762145996094,46810600,0.0,0.0,0.0
2025-05-01,481.6879288953147,485.44448789532873,479.02742698516596,479.9640808105469,43316500,0.0,0.0,0.0
2025-05-02,484.8068330037864,489.1612611202772,483.10290255126364,487.0886535644531,39218100,0.0,0.0,0.0
2025-05-05,482.87372581995743,487.2879376271539,482.37550695931134,484.198974609375,28309500,0.0,0.0,0.0
2025-05-06,477.85168296536403,483.32211645922314,476.48656811897325,479.6950988769531,32786300,0.0,0.0,0.0
2025-05-07,480.3626833864985,484.06943292672264,475.08157562625235,481.5783386230469,38006300,0.0,0.0,0.0
2025-05-08,486.78973347402933,490.9448922772597,482.4452794741909,486.55059814453125,39577600,0.0,0.0,0.0
2025-05-09,488.46370009577527,489.7889792214971,484.4680057301949,486.231689453125,27767400,0.0,0.0,0.0
2025-05-12,505.1839717833884,506.0807900972725,499.69362038673546,506.0409240722656,45090600,0.0,0.0,0.0
2025-05-13,507.34623920694446,515.5469326874095,506.60888501619945,513.7533569335938,53269600,0.0,0.0,0.0
2025-05-14,514.9291062301362,517.3803039371103,513.9127203607696,516.832275390625,47014500,0.0,0.0,0.0
2025-05-15,514.6800738473207,520.0707756057274,513.334846321635,517.4003295898438,50153300,0.0,0.0,0.0
2025-05-16,518.8052741008747,519.8416083280616,515.2579579935311,519.6522827148438,48394600,0.0,0.0,0.0
2025-05-19,512.4081112969848,520.6686187239894,512.4081112969848,520.1504516601562,52536200,0.0,0.0,0.0
2025-05-20,517.6194881585196,519.0743091661009,514.819500517199,518.4166870117188,42517600,0.0,0.0,0.0
2025-05-21,514.4309069287539,521.1369131370851,509.418796143357,511.2123718261719,71292800,0.0,0.0,0.0
2025-05-22,511.83019075096956,515.8658123150946,510.47504999969107,512.1690063476562,55607200,0.0,0.0,0.0
2025-05-23,504.37683685319297,510.01667798674157,503.77896814055566,507.4259338378906,58368100,0.0,0.0,0.0
2025-05-27,514.3113346789697,519.8515257666644,512.7568943253785,519.3632202148438,47226300,0.0,0.0,0.0
2025-05-28,520.3198331572289,521.8144897137478,516.543356152141,517.0614624023438,46637200,0.0,0.0,0.0
2025-05-29,524.4551068947912,524.6045360691892,515.4771928839561,518.077880859375,58513300,0.0,0.0,0.0
2025-05-30,517.5895836462355,518.8251566212066,510.10632704393424,517.2607421875,67662800,0.0,0.0,0.0
2025-06-02,515.3974870451045,521.5853877867925,514.1319915550752,521.3462524414062,44762800,0.0,0.0,0.0
2025-06-03,521.6949026792081,526.8564424978958,520.8280067740416,525.4215698242188,44070300,0.0,0.0,0.0
2025-06-04,526.1290501987006,527.9525481163902,524.0962784813655,526.8863525390625,41359300,0.0,0.0,0.0
2025-06-05,528.2913461648635,531.1511175724819,520.7981150051966,522.9205322265625,61031200,0.0,0.0,0.0
2025-06-06,528.1120196484558,529.9055954761677,526.3284179293108,528.0322875976562,42467000,0.0,0.0,0.0
2025-06-09,528.2515065877924,530.453595021937,527.1255271006693,528.8095092773438,33688700,0.0,0.0,0.0
2025-06-10,529.2778579854436,532.9946123972196,527.0060113889438,532.3070678710938,40664800,0.0,0.0,0.0
2025-06-11,533.712014999295,534.867916916985,528.2216329346111,530.513427734375,53701000,0.0,0.0,0.0
2025-06-12,529.1981197879245,532.735461425523,528.9490103653087,531.7589111328125,34104900,0.0,0.0,0.0
2025-06-13,525.8002917667119,529.9753685874628,523.8572258903529,525.0828857421875,55814400,0.0,0.0,0.0
2025-06-16,528.610180861881,533.4628274211514,528.5603711422164,532.3866577148438,37622100,0.0,0.0,0.0
2025-06-17,529.8159487011125,531.4301730234594,526.0294365200667,527.1953125,42180900,0.0,0.0,0.0
2025-06-18,528.2116221164397,530.6529067451564,525.5212888702348,527.1055908203125,43983500,0.0,0.0,0.0
2025-06-20,530.3638960353529,531.6592527745919,523.0101815525912,524.9532470703125,61643500,0.0,0.0,0.0
2025-06-23,525.5229332044729,530.8698234247422,522.3706802794006,530.3511352539062,50666100,0.591,0.0,0.0
2025-06-24,535.5782888900031,539.3789778904177,534.9598085403529,538.4612426757812,45442000,0.0,0.0,0.0
2025-06-25,540.7355939583459,541.9825398600767,538.0621492513585,539.8377685546875,44804200,0.0,0.0,0.0
2025-06-26,542.0225146286602,545.3344108269034,540.197029348474,544.885498046875,43811400,0.0,0.0,0.0
2025-06-27,545.9229263621712,548.646236854107,543.2095402936434,546.7509155273438,57577100,0.0,0.0,0.0
2025-06-30,549.9131598811205,551.4493754022211,547.6686571277671,550.292236328125,45548700,0.0,0.0,0.0
2025-07-01,548.386860243991,549.3645072749528,543.3292401455354,545.653564453125,56166700,0.0,0.0,0.0
2025-07-02,544.8256064072416,549.6538082093174,544.7857260533864,549.4542846679688,36538300,0.0,0.0,0.0
2025-07-03,551.8284721476665,555.8386700313663,551.8284721476665,554.8610229492188,26443500,0.0,0.0,0.0
2025-07-07,552.1676854094138,552.9856893302406,548.2373089969742,550.6813354492188,45349300,0.0,0.0,0.0
2025-07-08,552.0280378347724,552.6565035476941,549.7535788954287,550.9906005859375,36153300,0.0,0.0,0.0
2025-07-09,553.1252961239118,556.2676245184426,551.7486628164066,554.8909912109375,43045500,0.0,0.0,0.0
2025-07-10,555.5294408217566,555.9384123345195,551.399540909487,554.0929565429688,34710900,0.0,0.0,0.0
2025-07-11,551.948121861809,554.432028356728,550.7011759598594,552.845947265625,39618600,0.0,0.0,0.0
2025-07-14,552.6364665235913,555.5892564884584,550.2822471537012,554.85107421875,36453300,0.0,0.0,0.0
2025-07-15,558.881207037374,559.4298511098242,555.2999512724816,555.3598022460938,43277700,0.0,0.0,0.0
2025-07-16,555.9184813380132,558.841315448374,550.2124247955553,555.9284057617188,52314700,0.0,0.0,0.0
2025-07-17,556.6566353219689,560.9361318466856,555.848616792518,560.4273681640625,40423800,0.0,0.0,0.0
2025-07-18,561.7441739242998,563.350225741294,558.6118309954545,559.8887329101562,50484700,0.0,0.0,0.0
2025-07-21,560.7167515850907,564.6770230188278,560.6867956545606,562.7916259765625,39595200,0.0,0.0,0.0
2025-07-22,562.9213204064853,562.9711860719661,557.2452194730795,559.8787841796875,43270600,0.0,0.0,0.0
2025-07-23,560.9661158513218,562.4723754700833,558.2128493506386,562.4324951171875,40215300,0.0,0.0,0.0
2025-07-24,563.7492795819054,564.8565530178993,561.9137482789852,563.6295776367188,42275500,0.0,0.0,0.0
2025-07-25,563.5497827933865,566.313034745678,562.8914220636111,564.9862670898438,30630800,0.0,0.0,0.0
2025-07-28,566.3528450456176,567.6496566103068,565.4849755661548,566.7518920898438,31498700,0.0,0.0,0.0
2025-07-29,569.3655332995753,570.7122106355441,565.1458874865731,565.8740844726562,45463300,0.0,0.0,0.0
2025-07-30,566.7918454902335,569.2258866472484,563.6694876691353,566.6322631835938,43433800,0.0,0.0,0.0
2025-07-31,573.1362622854951,573.2260691874027,562.4923482714106,563.6295776367188,64613600,0.0,0.0,0.0
2025-08-01,557.4646514509443,557.6541896674577,550.3320963877643,552.5267333984375,69400800,0.0,0.0,0.0
2025-08-04,557.6841517796104,562.9412959282934,557.5844204477802,562.7218017578125,47669800,0.0,0.0,0.0
2025-08-05,564.0086085828399,565.1757328972536,558.3624034509684,558.901123046875,48666600,0.0,0.0,0.0
2025-08-06,559.7391099978526,566.3728874107766,559.2603021929511,565.9339599609375,41823700,0.0,0.0,0.0
2025-08-07,570.2732376717248,571.9192306274066,563.72926797121,567.8491821289062,44463000,0.0,0.0,0.0
2025-08-08,569.0562817589437,573.3657343884216,568.7570268998204,573.146240234375,35255500,0.0,0.0,0.0
2025-08-11,573.285909687358,575.39073988548,570.1735373972913,571.4503784179688,33112900,0.0,0.0,0.0
2025-08-12,573.754745111433,578.9320673642603,571.0912854904631,578.6328125,42143300,0.0,0.0,0.0
2025-08-13,581.336189461128,581.8948188134602,577.5255153167782,578.922119140625,41209300,0.0,0.0,0.0
2025-08-14,576.867214657275,580.4583950264449,576.4980626010837,578.4732666015625,45425000,0.0,0.0,0.0
2025-08-15,578.383394008071,578.4233352453067,574.163748420605,575.929443359375,49480200,0.0,0.0,0.0
2025-08-18,575.0316052093148,576.3583727113783,573.8345249533343,575.699951171875,29831000,0.0,0.0,0.0
2025-08-19,574.9817743394825,575.1513419461467,566.8616474345037,567.88916015625,53752600,0.0,0.0,0.0
2025-08-20,566.9415119380282,567.061213891326,557.474707000813,564.5174560546875,76781100,0.0,0.0,0.0
2025-08-21,562.9711407616691,565.1059268695744,559.6093793059084,561.90380859375,46436900,0.0,0.0,0.0
2025-08-22,563.2904178641013,572.5876551514443,561.8938747848422,570.5725708007812,51502100,0.0,0.0,0.0
2025-08-25,569.0063962953644,571.8892890383006,567.7693747773127,568.9265747070312,34044700,0.0,0.0,0.0
2025-08-26,568.4378222244122,571.5202387152399,567.410309470112,571.2109985351562,34103000,0.0,0.0,0.0
2025-08-27,570.1935457073605,573.0066024398417,568.9764946916996,572.0888671875,36927100,0.0,0.0,0.0
2025-08-28,572.707329573353,576.5878402039835,571.0613973569876,575.6701049804688,46787900,0.0,0.0,0.0
2025-08-29,573.2559494077193,573.6251014295405,567.1509068169219,569.0064086914062,56030400,0.0,0.0,0.0
2025-09-02,559.9386305753824,564.5872186860805,558.1729354751159,564.2380981445312,65876800,0.0,0.0,0.0
2025-09-03,567.8392715420716,570.30326864531,565.3453793937941,568.67724609375,54230200,0.0,0.0,0.0
2025-09-04,569.3455646209001,574.1936761101587,567.6397814409955,573.8245849609375,47526300,0.0,0.0,0.0
2025-09-05,579.0716958584857,579.7001614686197,570.1336265339671,574.6525268554688,68342500,0.0,0.0,0.0
2025-09-08,576.9569100864685,579.4209069942706,576.3584003727692,577.4556884765625,46371400,0.0,0.0,0.0
2025-09-09,578.2537612972826,579.5206779783559,575.6301819149563,579.0917358398438,44007600,0.0,0.0,0.0
2025-09-10,582.3138007742962,582.3437567038031,577.1364785105435,579.28125,49308000,0.0,0.0,0.0
2025-09-11,581.814979655352,583.4509873113628,580.1989426175462,582.6529541015625,44745800,0.0,0.0,0.0
2025-09-12,583.6105864506874,586.423703827438,582.6728806584372,585.2266235351562,50745900,0.0,0.0,0.0
2025-09-15,587.0023008473079,590.3440916306826,586.8526429792626,590.234375,44360300,0.0,0.0,0.0
2025-09-16,591.1621557406676,591.4115449554772,589.0473400699651,589.7356567382812,36942100,0.0,0.0,0.0
2025-09-17,589.6558208790498,590.3042571762861,582.942282862292,588.5585327148438,69384800,0.0,0.0,0.0
2025-09-18,593.4564461610391,596.6785957944177,591.5112592506033,593.865478515625,61069300,0.0,0.0,0.0
2025-09-19,595.8705968632576,598.583922026821,594.3941714550525,597.8856201171875,58196100,0.0,0.0,0.0
2025-09-22,596.9708269829692,602.0942306490323,596.9508332125652,601.4251098632812,57154800,0.694,0.0,0.0
2025-09-23,601.5949151722127,601.7946700200599,596.2118359493293,597.4302978515625,64635500,0.0,0.0,0.0
2025-09-24,598.8085103543956,599.1281059107118,592.5964822123717,595.3329467773438,49850300,0.0,0.0,0.0
2025-09-25,591.4379907146171,594.354216296693,587.7427395490681,592.7662963867188,70920200,0.0,0.0,0.0
2025-09-26,593.585214360816,595.5327174506845,590.2994696097071,595.203125,54337400,0.0,0.0,0.0
2025-09-29,598.3391106571707,601.275330198043,596.6412858554952,597.9595947265625,48332900,0.0,0.0,0.0
2025-09-30,597.659966987958,599.9370624727763,595.3329480316206,599.5974731445312,46533800,0.0,0.0,0.0
2025-10-01,596.4015613877941,603.0130380816322,595.5726732971928,602.4737548828125,46899600,0.0,0.0,0.0
2025-10-02,606.2788672228089,606.378714165839,602.1541765957764,604.9505615234375,43765400,0.0,0.0,0.0
2025-10-03,605.7296019230981,606.5485541284623,600.6161947999731,602.4038696289062,46482100,0.0,0.0,0.0
2025-10-06,607.6670775886568,608.5758798079479,605.1902273252953,606.9280395507812,41962100,0.0,0.0,0.0
2025-10-07,608.2363844032766,608.9254990082667,602.2541015785323,603.732177734375,58209500,0.0,0.0,0.0
2025-10-08,604.6309888518371,610.9628579603992,604.481218431623,610.6532592773438,50629800,0.0,0.0,0.0
2025-10-09,610.6931491958702,610.8229867928995,606.6982962574127,609.9141845703125,45551000,0.0,0.0,0.0
2025-10-10,610.6132994204178,612.3909772904724,588.2920219287263,588.741455078125,97614800,0.0,0.0,0.0
2025-10-13,598.9083327066105,602.1741444216893,596.4614731416003,601.2353515625,65872600,0.0,0.0,0.0
2025-10-14,594.5439886761187,601.9144974152143,589.3706613014698,597.2305297851562,69203200,0.0,0.0,0.0
2025-10-15,603.232804101606,605.9193452011472,595.1631839173533,601.445068359375,62805500,0.0,0.0,0.0
2025-10-16,604.3313635356964,607.5272581453062,594.7337437778706,599.2179565429688,70982000,0.0,0.0,0.0
2025-10-17,597.1806072651552,604.7308770883808,595.6026232431807,603.1528930664062,72024900,0.0,0.0,0.0
2025-10-20,606.3587502275053,612.0114401498232,606.2888329883251,610.7530517578125,45761700,0.0,0.0,0.0
2025-10-21,610.8529979566828,611.9315643975107,608.5359758597962,610.5933227539062,44538200,0.0,0.0,0.0
2025-10-22,610.034035159382,610.6232418416384,598.9682752728291,604.7108764648438,61478800,0.0,0.0,0.0
2025-10-23,604.1316243630486,610.5833341066889,603.7421725102494,609.7943725585938,42844300,0.0,0.0,0.0
2025-10-24,615.1973511503762,617.6242169779957,614.3384724044602,616.305908203125,47632500,0.0,0.0,0.0
2025-10-27,623.7164465731967,627.7412294550786,623.2270868116484,627.2818603515625,54098600,0.0,0.0,0.0
2025-10-28,629.5488872669928,633.8633359425862,628.4403301580431,632.1055908203125,61195700,0.0,0.0,0.0
2025-10-29,634.77220425535,636.190360053584,629.4390484873167,634.9519653320312,67422800,0.0,0.0,0.0
2025-10-30,631.3565662863019,632.6848720357782,625.1346019679808,625.2444458007812,61628600,0.0,0.0,0.0
2025-10-31,633.3539723359148,633.3839629929544,625.883616641787,628.2605590820312,66305100,0.0,0.0,0.0
2025-11-03,634.2927319253315,635.001840248536,629.0394906897283,631.2666625976562,37154300,0.0,0.0,0.0
2025-11-04,622.478029730703,626.1432903257465,617.6642245044198,618.4531860351562,63830800,0.0,0.0,0.0
2025-11-05,617.6941518361581,625.7937017112316,616.4158305661566,622.47802734375,48688500,0.0,0.0,0.0
2025-11-06,620.9899080817669,621.2395864016282,609.5147022540025,610.8829345703125,72115100,0.0,0.0,0.0
2025-11-07,607.5272307243642,609.1651350193971,597.899620744235,608.9553833007812,81835400,0.0,0.0,0.0
2025-11-10,618.1235878797521,623.5066669290842,616.0962316788492,622.4280395507812,55919900,0.0,0.0,0.0
2025-11-11,619.7714893858831,621.9186863012081,616.7254261621581,620.7702026367188,44868800,0.0,0.0,0.0
2025-11-12,624.0359942081623,624.0559270220305,617.0150110236092,620.2808227539062,47444400,0.0,0.0,0.0
2025-11-13,616.74538060573,617.324651379383,605.3001653620098,607.6171875,71333600,0.0,0.0,0.0
2025-11-14,598.7785201159286,612.5607508498654,596.4015776914192,608.0765380859375,80087300,0.0,0.0,0.0
2025-11-17,605.5198574697043,611.6918983068232,599.098138309288,602.8832397460938,63850400,0.0,0.0,0.0
2025-11-18,598.8484631892511,601.5350044005672,590.5791487748494,595.542724609375,83327300,0.0,0.0,0.0
2025-11-19,596.3017594726007,605.3800292662713,593.824969985886,599.09814453125,73111500,0.0,0.0,0.0
2025-11-20,610.8330032979317,613.239936406368,583.997582698434,584.9163818359375,117743200,0.0,0.0,0.0
2025-11-21,586.7140389774793,596.2118116612933,579.992718365408,589.3107299804688,103344200,0.0,0.0,0.0
2025-11-24,594.5140557410294,605.8993502749281,594.3941540703303,604.3812866210938,60168100,0.0,0.0,0.0
2025-11-25,602.7334243546638,609.4747385807095,596.5513870928105,608.1065063476562,57560900,0.0,0.0,0.0
2025-11-26,611.7218691656304,615.3971266508202,609.6046019291258,613.4796142578125,42393600,0.0,0.0,0.0
2025-11-28,615.3172117702823,618.5231032781257,614.6280971828623,618.4531860351562,23034400,0.0,0.0,0.0
2025-12-01,612.8404314452031,618.642953131189,611.7318743402105,616.3758544921875,40957600,0.0,0.0,0.0
2025-12-02,618.6629362671166,622.9473941962435,616.7953473526289,621.1996459960938,54541800,0.0,0.0,0.0
2025-12-03,618.8227062993094,623.4167629201941,617.2347863490129,622.7177124023438,47841600,0.0,0.0,0.0
2025-12-04,624.125857327544,624.1358542129962,618.7427783380717,622.138427734375,47067800,0.0,0.0,0.0
2025-12-05,623.576610658964,628.1107470640665,622.9074898206164,624.6751708984375,53614200,0.0,0.0,0.0
2025-12-08,626.4029681537079,628.0308756502869,620.8900514312259,623.4767456054688,43462400,0.0,0.0,0.0
2025-12-09,622.2083743789747,625.0646797487918,620.2009509200387,624.2457275390625,37156000,0.0,0.0,0.0
2025-12-10,623.0472575003708,628.4004070267185,620.1909521392804,626.8024291992188,55031400,0.0,0.0,0.0
2025-12-11,623.0173402820615,624.9748403012362,616.9251525569541,624.7750854492188,58272800,0.0,0.0,0.0
2025-12-12,621.2795807165155,622.7376631081598,610.5733425467316,612.8304443359375,75158700,0.0,0.0,0.0
2025-12-15,617.5743367162205,617.6242601897563,608.5359935678383,609.75439453125,49538200,0.0,0.0,0.0
2025-12-16,607.4773301066649,612.7205746597449,606.1290306476157,610.9628295898438,55152800,0.0,0.0,0.0
2025-12-17,612.2711370165166,612.8604046495489,599.5076134954934,599.6373901367188,70654300,0.0,0.0,0.0
2025-12-18,609.015347513387,612.1413249643276,606.1390483830863,608.3262329101562,78875800,0.0,0.0,0.0
2025-12-19,611.1625683957468,616.825255296648,611.0826542701337,616.2559814453125,60369800,0.0,0.0,0.0
2025-12-22,621.3499755859375,621.6500244140625,617.77001953125,619.2100219726562,43703100,0.794,0.0,0.0
2025-12-23,618.2000122070312,622.4099731445312,617.780029296875,622.1099853515625,41120400,0.0,0.0,0.0
2025-12-24,621.989990234375,624.280029296875,621.719970703125,623.9299926757812,18468700,0.0,0.0,0.0
2025-12-26,624.6599731445312,625.52001953125,623.1400146484375,623.8900146484375,28959800,0.0,0.0,0.0
2025-12-29,620.0999755859375,622.780029296875,618.72998046875,620.8699951171875,32458300,0.0,0.0,0.0
2025-12-30,619.8400268554688,622.1799926757812,619.219970703125,619.4299926757812,31226800,0.0,0.0,0.0
